Collection Title,"Somali Songs, 1955-1991: The Maryan “Aryette” Omar Ali Collection"
Collection Dates,Creation: 1955 - 1991
Collection Identifier,AWM Spec Coll 103
EAD ID,mus00044

Database Number,Component Title,Component Date,Start Year,End Year,Component identifier,Container info,Component type,Component creator,Digital content link,Access Note,Physical description,Level 1,Level 2
mus00044c00197,Side B. Track 4: Waa inaynu helnaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Heesaha waddaniga, 
mus00044c00017,Cumar Dhuule (Omar Duleh),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12215",item,,"","","",Audiocassettes, , 
mus00044c00198,Side A. Track 1: Jabuuti ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00199,Side A. Track 2: Dhambaal (or: Tii laygu dheehay),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00200,Side A. Track 3: Faryaro bidix,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00201,Side A. Track 4: Raxmay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00202,Side A. Track 5: Caawa waa habeenkaan,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00203,Side A. Track 6: Bulliyeey ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00205,Side B. Track 1: Sow dumarba,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00206,Side B. Track 2: Waaq la’aan u baxay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00207,Side B. Track 3: Bulliyeey ,"",1975-09-09,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00208,Side B. Track 4: Sow inaan ku daawado,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Cumar Dhuule (Omar Duleh), 
mus00044c00018,[No Title],"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12216",item,,"","","",Audiocassettes, , 
mus00044c00209,Side A. Track 1: Adigu iga raalli noqo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00210,Side A. Track 2: Muxubada aan kuu qabo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00211,Side A. Track 3: Hayaan qaraami,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00212,Side B. Track 1: Hoydadoy ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00213,Side B. Track 2: Mala dhacay suntiisii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00214,Side B. Track 3: Durduryahow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00215,Side B. Track 4: Gacalooy Haweenkuba (or Waxaan ahay nin guri leh),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,[No Title], 
mus00044c00019,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12217",item,,"","","",Audiocassettes, , 
mus00044c00216,Side A. Track 1: Adaa Beeray Jacaylka,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00217,Side A. Track 2: Shakiga Iska Saar ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00218,Side A. Track 3: Alla Sidaa Maygu Jeceshahay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00219,Side A. Track 4: Dhabta Miyaan Ku Saaraa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00220,Side B. Track 1: Raxmay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00221,Side B. Track 2: Beerdilaacshe (Qaraami genre),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00222,Side B. Track 3: Naftu Galgalato ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00223,Side B. Track 4: Qadar Music ah (a short music segment),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Maryan Mursal, Cabdi Salaad Beerdilaacshe, Cumar Dhuule (Maryan Omar, Abdi Adan Beerdilashe, and Omar Dhule)", 
mus00044c00020,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12218",item,,"","","",Audiocassettes, , 
mus00044c00224,Side A. Track 1: Wallee Aniga Caashaqu ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00225,Side A. Track 2: Waa Ruwaayad Dunidu ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00226,Side A. Track 3: Anna Aragtidiisa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00227,Side A. Track 4: Qadar Musik ah (segment of music),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00228,Side B. Track 1: Iga Gaadh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00229,Side B. Track 2: Bogsi iyo Nasiib,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00230,Side B. Track 3: Nafta Jecel ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00231,Side B. Track 4: Qadar musik ah (segment of music),"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Seynab Cigeh and Saafi Ducaale (Zeinab Egeh and Safi Dualeh), 
mus00044c00021,Allah aammin ma iisho (Songs from the play by this name),"",1966-08-25,"",AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12219",item,,"","","",Audiocassettes, , 
mus00044c00232,Side A. Track 1: Ilaahay Tiisaan Lagaa Tagaynoo ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00233,Side A. Track 2: Hayaan Qaraami (or: Ruuxaan ku ogayn),"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00234,Side A. Track 3: Milgo ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00235,Side A. Track 4: Garayskayga Gacanta ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00236,Side A. Track 5: Taliyoo wax may taraysaa ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00237,Side B. Track 1: Haddaad Wiiq Is Lahayd,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00238,Side B. Track 2: In la i talinaayo ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00239,Side B. Track 3: Geeri Doortee ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00240,Side B. Track 4: Alla Aammin ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00241,Side B. Track 5: Weynoow hayna kala wadin ,"",1966-08-25,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Allah aammin ma iisho (Songs from the play by this name), 
mus00044c00022,"Samatar, Shamso and Qays","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12220",item,,"","","",Audiocassettes, , 
mus00044c00243,Side A. Track 1: Naftu lama diido,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00244,Side A. Track 2: Maad garan si ladho ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00245,Side A. Track 3: Dhagaxyahow ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00246,Side B. Track 1: Jacayl Gaaxsannaa ,"",1955,1991,AWM Spec Coll 103,,item,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00247,Side B. Track 2: Waxaan Gaaxsanaadoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00248,Side B. Track 3: Tawaawac ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Samatar, Shamso and Qays", 
mus00044c00023,Xuud baa liqay jacaylkii (Songs from the play by this name),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12221",item,,"","","",Audiocassettes, , 
mus00044c00250,Side A. Track 1: Jaalallay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00251,Side A. Track 2: Ballanku waa kii runta,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00252,Side A. Track 3: Ima Ogiddee waxaan ahay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00253,Side B. Track 1: Sheekhaagu waa kuma ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00254,Side B. Track 2: Beeni Raad Ma Leh ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00255,Side B. Track 3: Ma anaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Xuud baa liqay jacaylkii (Songs from the play by this name), 
mus00044c00024,Maandeeq and others,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12222",item,,"","","",Audiocassettes, , 
mus00044c00257,Side A. Track 1: Allay Ileehee Ilwaaday ,"",1988,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00258,Side A. Track 2: Cibaaro ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00259,Side A. Track 3: Geestaada ila qabo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00260,Side A. Track 4: Xilashadii Gayaankay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00261,Side A. Track 5: Bal kaalay Bilanay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00262,Side B. Track 1: Nabsi Baa Hiiliyoo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00263,Side B. Track 2: Raaxeeye Burcaawi ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00264,Side B. Track 3: Sidii Hogosha Roobka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00265,Side B. Track 4: Gardarro ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00266,Side B. Track 5: Sidee Baan Tolow Idhaahdaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maandeeq and others, 
mus00044c00025,Khadra Daahir (Khadra Dahir),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12223",item,,"","","",Audiocassettes, , 
mus00044c00267,Side A. Track 1: Afka Lagama Sheegtoo ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00268,Side A. Track 2: Laqanyada Jacaylka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00269,Side A. Track 3: Faraskaagii laga badi ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00270,Side A. Track 4: Mas’alo (or Waxaan kaa magansadaba) ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00271,Side A. Track 5: Baraarug ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00272,Side B. Track 1: Awrkii Cirka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00273,Side B. Track 2: Waa iska Xaal Adduun,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00274,Side B. Track 3: Sida Laamo looshaha,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00275,Side B. Track 4: Xaafuun ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00276,Side B. Track 5: Dardaaran or Adiyo doqonnimadaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Khadra Daahir (Khadra Dahir), 
mus00044c00026,"Faysal, Samatar, and Mohamed Sulaiman","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12224",item,,"","","",Audiocassettes, , 
mus00044c00277,Side A. Track 1: Naagtii Walaalkay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00278,"Side A. Track 2: Taallo ma u samaysaan (or: Iga tiiri caashaqa)

","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00279,Side A. Track 3: Durdur ,"",1975,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00280,Side A. Track 4: Nayruus ,"",1974-09-08,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00281,Side B. Track 1: Raalliya,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00282,Side B. Track 2: Aroor ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00283,Side B. Track 3: Nugul ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Faysal, Samatar, and Mohamed Sulaiman", 
mus00044c00027,"Qalinle, Sado Ali, and Marwo Mohamed","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12225",item,,"","","",Audiocassettes, , 
mus00044c00285,Side A. Track 1: Cunnaabi,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00286,Side A. Track 2: Tolow yaa nakala guri,"",1973-02-01,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00287,Side A. Track 3: Dhidibsaan ku leeyahay ,"",1976-06-30,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00288,Side A. Track 4: Samsamay [incomplete],"",1974-05-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00289,Side B. Track 1: Jidhiidhico,"",1975-05-24,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00290,Side B. Track 2: Ma iska daba maqiiqaa ,"",1969-06-15,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00291,Side B. Track 3: Dardaaran,"",1974-03-12,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Sado Ali, and Marwo Mohamed", 
mus00044c00028,Axmadey Abubakr (Ahmedey Abubakr),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12226",item,,"","","",Audiocassettes, , 
mus00044c00293,"Side A. Track 1: Luul iyo Layla
","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00294,Side A. Track 2: Hooyo,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00295,Side A. Track 3: Calaacal,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00296,Side A. Track 4: Maxaad iiga maqnaatay,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00297,Side B. Track 1: Qaahira,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00298,Side B. Track 2: Wallee aniyo caashaqu,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00299,Side B. Track 3: Halloow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00300,Side B. Track 4: Raalliyaa ahayd,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Axmadey Abubakr (Ahmedey Abubakr), 
mus00044c00029,"Qalinle, Xarago, Kinsi, and others","",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12227",item,,"","","",Audiocassettes, , 
mus00044c00301,Side A. Track 1: I soo lali ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00302,Side A. Track 2: Murtida Hadalka,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00303,Side A. Track 3: Goormaynu darisnaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00304,Side A. Track 4: Kani waa hannadkii ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00305,"Side B. Track 1: Niyadda beenta ah 
","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00306,Side B. Track 2: Hoobaalla Hoobaallayow or Hayee hayee halbowlahaygow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00307,Side B. Track 3: Adigaa Qalbiga Baray,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00664,Side B. Track 4: Anaa xeedhadii furfuray ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,"Qalinle, Xarago, Kinsi, and others", 
mus00044c00030,Nabi Ammaan [Songs Praising the Prophet],"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12228",item,,"","","",Audiocassettes, , 
mus00044c00308,Side A. Track 1: Udgoonow Rasuulkow   ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00309,Side A. Track 2: Dayaxii reer Maka ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00311,"Side A. Track 3: Illaahay baa mahad leh 
","",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00310,Side A. Track 4: Salaam caleyk ya Nabi [first half],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00312,Side B. Track 1: Salaam caleyk ya Nabi [second half],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00313,Side B. Track 2: Dunida kii loo Abuurow,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00314,Side B. Track 3: Muxubbo Gooni ah ugu mashxaradaa ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00315,Side B. Track 4: Rabbi salli cala ‘l xabiib   ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00316,Side B. Track 5: Aayaha macaanee   ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Nabi Ammaan [Songs Praising the Prophet], 
mus00044c00031,Different Singers,"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12229",item,,"","","",Audiocassettes, , 
mus00044c00317,Side A: Track 1: Soomaali d haylay ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00318,Side A: Track 2: Dadnimada aqoonso,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00319,Side A: Track 3: Shukriyeey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00320,Side A: Track 4: Dan la’aanta dhaaxa,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00321,Side A: Track 5: Ninkii hadimo taliyow [incomplete],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00322,Side B: Track 1: Suleekha,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00323,Side B: Track 2: Jacaylkii ayaamahan ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00324,Side B: Track 3: Ogol diiddan weeyaan [incomplete],"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00325,Side B: Track 4: Una qalantid caashaq,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Different Singers, 
mus00044c00032,Maxamed Suleebaan (Mohamed Suleiman),"",1955,1991,AWM Spec Coll 103,"Box 1, audiocassette: AWM SC 12230",item,,"","","",Audiocassettes, , 
mus00044c00326,Side A. Track 1: Deeqa dabac wanaageey,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00327,Side A. Track 2: Bal dadyow adduunka  ,"",1964-12-08,"",AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Suleebaan (Mohamed Suleiman), 
mus00044c00328,Side A. Track 3: Dhabankiyo gacmacaha ,"",1955,1991,AWM Spec Coll 103,,otherlevel,,"","","",Audiocassettes,Maxamed Suleebaan (Mohamed Suleiman), 
